Modifying TestDateWritable to cover 200 years,  adding all timezones to the set, and making it accumulate errors, results in the following set (I bet many are duplicates via different names, but there's enough).
This ONLY logs errors where YMD date mismatches. There are many more where YMD is the same but the time mismatches, omitted for brevity.
Queries as simple as "select date(...);" reproduce the error (if Java tz is set to a problematic tz)
I was investigating some case for a specific date and it seems like the conversion from dates to ms, namely offset calculation that takes the offset at UTC midnight and the offset at arbitrary time derived from that, is completely bogus and it's not clear why it would work.
I think we either need to derive date from UTC and then create local date from YMD if needed (for many cases e.g. toString for sinks, it would not be needed at all), and/or add a lookup table for timezone used (for popular dates, e.g. 1900-present, it would be 40k-odd entries, although the price of building it is another question).
Format: tz-expected-actual

2016-06-04T18:33:57,499 ERROR [main[]]: io.TestDateWritable (TestDateWritable.java:testDaylightSavingsTime(234)) - 
America/Argentina/San_Juan: 1938-11-01 01:00:00 != 1938-10-31 23:00:00

America/Argentina/San_Juan: 1939-11-01 01:00:00 != 1939-10-31 23:00:00

America/Argentina/San_Juan: 1940-07-01 01:00:00 != 1940-06-30 23:00:00

America/Argentina/San_Juan: 1941-10-15 01:00:00 != 1941-10-14 23:00:00

America/Argentina/San_Juan: 1943-10-15 01:00:00 != 1943-10-14 23:00:00

America/Argentina/San_Juan: 1946-10-01 01:00:00 != 1946-09-30 23:00:00

America/Argentina/San_Juan: 1963-12-15 01:00:00 != 1963-12-14 23:00:00

America/Argentina/San_Juan: 1964-10-15 01:00:00 != 1964-10-14 23:00:00

America/Argentina/San_Juan: 1965-10-15 01:00:00 != 1965-10-14 23:00:00

America/Argentina/San_Juan: 1966-10-15 01:00:00 != 1966-10-14 23:00:00

America/Argentina/San_Juan: 1967-10-01 01:00:00 != 1967-09-30 23:00:00

America/Argentina/San_Juan: 1968-10-06 01:00:00 != 1968-10-05 23:00:00

America/Argentina/San_Juan: 1969-10-05 01:00:00 != 1969-10-04 23:00:00

America/Argentina/San_Juan: 1974-01-23 01:00:00 != 1974-01-22 23:00:00

America/Argentina/San_Juan: 1988-12-01 01:00:00 != 1988-11-30 23:00:00

America/Argentina/San_Juan: 1989-10-15 01:00:00 != 1989-10-14 23:00:00

America/Argentina/San_Juan: 1990-10-21 01:00:00 != 1990-10-20 23:00:00

America/Argentina/San_Juan: 1991-05-07 01:00:00 != 1991-05-06 23:00:00

America/Argentina/San_Juan: 1991-10-20 01:00:00 != 1991-10-19 23:00:00

America/Argentina/San_Juan: 1992-10-18 01:00:00 != 1992-10-17 23:00:00

America/Argentina/San_Juan: 2004-07-25 01:00:00 != 2004-07-24 23:00:00

America/Argentina/San_Juan: 2008-12-30 01:00:00 != 2007-12-29 23:00:00

America/Argentina/San_Luis: 1920-05-01 00:16:48 != 1920-04-30 23:43:12

America/Argentina/San_Luis: 1930-12-01 01:00:00 != 1930-11-30 23:00:00

America/Argentina/San_Luis: 1931-10-15 01:00:00 != 1931-10-14 23:00:00

America/Argentina/San_Luis: 1932-11-01 01:00:00 != 1932-10-31 23:00:00

America/Argentina/San_Luis: 1933-11-01 01:00:00 != 1933-10-31 23:00:00

America/Argentina/San_Luis: 1934-11-01 01:00:00 != 1934-10-31 23:00:00

America/Argentina/San_Luis: 1935-11-01 01:00:00 != 1935-10-31 23:00:00

America/Argentina/San_Luis: 1936-11-01 01:00:00 != 1936-10-31 23:00:00

America/Argentina/San_Luis: 1937-11-01 01:00:00 != 1937-10-31 23:00:00

America/Argentina/San_Luis: 1938-11-01 01:00:00 != 1938-10-31 23:00:00

America/Argentina/San_Luis: 1939-11-01 01:00:00 != 1939-10-31 23:00:00

America/Argentina/San_Luis: 1940-07-01 01:00:00 != 1940-06-30 23:00:00

America/Argentina/San_Luis: 1941-10-15 01:00:00 != 1941-10-14 23:00:00

America/Argentina/San_Luis: 1943-10-15 01:00:00 != 1943-10-14 23:00:00

America/Argentina/San_Luis: 1946-10-01 01:00:00 != 1946-09-30 23:00:00

America/Argentina/San_Luis: 1963-12-15 01:00:00 != 1963-12-14 23:00:00

America/Argentina/San_Luis: 1964-10-15 01:00:00 != 1964-10-14 23:00:00

America/Argentina/San_Luis: 1965-10-15 01:00:00 != 1965-10-14 23:00:00

America/Argentina/San_Luis: 1966-10-15 01:00:00 != 1966-10-14 23:00:00

America/Argentina/San_Luis: 1967-10-01 01:00:00 != 1967-09-30 23:00:00

America/Argentina/San_Luis: 1968-10-06 01:00:00 != 1968-10-05 23:00:00

America/Argentina/San_Luis: 1969-10-05 01:00:00 != 1969-10-04 23:00:00

America/Argentina/San_Luis: 1974-01-23 01:00:00 != 1974-01-22 23:00:00

America/Argentina/San_Luis: 1988-12-01 01:00:00 != 1988-11-30 23:00:00

America/Argentina/San_Luis: 1989-10-15 01:00:00 != 1989-10-14 23:00:00

America/Argentina/San_Luis: 1990-10-15 01:00:00 != 1990-10-14 23:00:00

America/Argentina/San_Luis: 1991-06-01 01:00:00 != 1991-05-31 23:00:00

America/Argentina/San_Luis: 2004-07-25 01:00:00 != 2004-07-24 23:00:00

America/Argentina/San_Luis: 2008-12-30 01:00:00 != 2007-12-29 23:00:00

America/Argentina/San_Luis: 2008-10-12 01:00:00 != 2008-10-11 23:00:00

America/Argentina/San_Luis: 2009-10-11 01:00:00 != 2009-10-10 23:00:00

America/Argentina/Tucuman: 1920-05-01 00:16:48 != 1920-04-30 23:43:12

America/Argentina/Tucuman: 1930-12-01 01:00:00 != 1930-11-30 23:00:00

America/Argentina/Tucuman: 1931-10-15 01:00:00 != 1931-10-14 23:00:00

America/Argentina/Tucuman: 1932-11-01 01:00:00 != 1932-10-31 23:00:00

America/Argentina/Tucuman: 1933-11-01 01:00:00 != 1933-10-31 23:00:00

America/Argentina/Tucuman: 1934-11-01 01:00:00 != 1934-10-31 23:00:00

America/Argentina/Tucuman: 1935-11-01 01:00:00 != 1935-10-31 23:00:00

America/Argentina/Tucuman: 1936-11-01 01:00:00 != 1936-10-31 23:00:00

America/Argentina/Tucuman: 1937-11-01 01:00:00 != 1937-10-31 23:00:00

America/Argentina/Tucuman: 1938-11-01 01:00:00 != 1938-10-31 23:00:00

America/Argentina/Tucuman: 1939-11-01 01:00:00 != 1939-10-31 23:00:00

America/Argentina/Tucuman: 1940-07-01 01:00:00 != 1940-06-30 23:00:00

America/Argentina/Tucuman: 1941-10-15 01:00:00 != 1941-10-14 23:00:00

America/Argentina/Tucuman: 1943-10-15 01:00:00 != 1943-10-14 23:00:00

America/Argentina/Tucuman: 1946-10-01 01:00:00 != 1946-09-30 23:00:00

America/Argentina/Tucuman: 1963-12-15 01:00:00 != 1963-12-14 23:00:00

America/Argentina/Tucuman: 1964-10-15 01:00:00 != 1964-10-14 23:00:00

America/Argentina/Tucuman: 1965-10-15 01:00:00 != 1965-10-14 23:00:00

America/Argentina/Tucuman: 1966-10-15 01:00:00 != 1966-10-14 23:00:00

America/Argentina/Tucuman: 1967-10-01 01:00:00 != 1967-09-30 23:00:00

America/Argentina/Tucuman: 1968-10-06 01:00:00 != 1968-10-05 23:00:00

America/Argentina/Tucuman: 1969-10-05 01:00:00 != 1969-10-04 23:00:00

America/Argentina/Tucuman: 1974-01-23 01:00:00 != 1974-01-22 23:00:00

America/Argentina/Tucuman: 1988-12-01 01:00:00 != 1988-11-30 23:00:00

America/Argentina/Tucuman: 1989-10-15 01:00:00 != 1989-10-14 23:00:00

America/Argentina/Tucuman: 1990-10-21 01:00:00 != 1990-10-20 23:00:00

America/Argentina/Tucuman: 1991-10-20 02:00:00 != 1991-10-19 22:00:00

America/Argentina/Tucuman: 1992-10-18 01:00:00 != 1992-10-17 23:00:00

America/Argentina/Tucuman: 2004-06-13 01:00:00 != 2004-06-12 23:00:00

America/Argentina/Tucuman: 2008-12-30 01:00:00 != 2007-12-29 23:00:00

America/Argentina/Tucuman: 2008-10-19 01:00:00 != 2008-10-18 23:00:00

America/Argentina/Ushuaia: 1920-05-01 00:16:48 != 1920-04-30 23:43:12

America/Argentina/Ushuaia: 1930-12-01 01:00:00 != 1930-11-30 23:00:00

America/Argentina/Ushuaia: 1931-10-15 01:00:00 != 1931-10-14 23:00:00

America/Argentina/Ushuaia: 1932-11-01 01:00:00 != 1932-10-31 23:00:00

America/Argentina/Ushuaia: 1933-11-01 01:00:00 != 1933-10-31 23:00:00

America/Argentina/Ushuaia: 1934-11-01 01:00:00 != 1934-10-31 23:00:00

America/Argentina/Ushuaia: 1935-11-01 01:00:00 != 1935-10-31 23:00:00

America/Argentina/Ushuaia: 1936-11-01 01:00:00 != 1936-10-31 23:00:00

America/Argentina/Ushuaia: 1937-11-01 01:00:00 != 1937-10-31 23:00:00

America/Argentina/Ushuaia: 1938-11-01 01:00:00 != 1938-10-31 23:00:00

America/Argentina/Ushuaia: 1939-11-01 01:00:00 != 1939-10-31 23:00:00

America/Argentina/Ushuaia: 1940-07-01 01:00:00 != 1940-06-30 23:00:00

America/Argentina/Ushuaia: 1941-10-15 01:00:00 != 1941-10-14 23:00:00

America/Argentina/Ushuaia: 1943-10-15 01:00:00 != 1943-10-14 23:00:00

America/Argentina/Ushuaia: 1946-10-01 01:00:00 != 1946-09-30 23:00:00

America/Argentina/Ushuaia: 1963-12-15 01:00:00 != 1963-12-14 23:00:00

America/Argentina/Ushuaia: 1964-10-15 01:00:00 != 1964-10-14 23:00:00

America/Argentina/Ushuaia: 1965-10-15 01:00:00 != 1965-10-14 23:00:00

America/Argentina/Ushuaia: 1966-10-15 01:00:00 != 1966-10-14 23:00:00

America/Argentina/Ushuaia: 1967-10-01 01:00:00 != 1967-09-30 23:00:00

America/Argentina/Ushuaia: 1968-10-06 01:00:00 != 1968-10-05 23:00:00

America/Argentina/Ushuaia: 1969-10-05 01:00:00 != 1969-10-04 23:00:00

America/Argentina/Ushuaia: 1974-01-23 01:00:00 != 1974-01-22 23:00:00

America/Argentina/Ushuaia: 1988-12-01 01:00:00 != 1988-11-30 23:00:00

America/Argentina/Ushuaia: 1989-10-15 01:00:00 != 1989-10-14 23:00:00

America/Argentina/Ushuaia: 1990-10-21 01:00:00 != 1990-10-20 23:00:00

America/Argentina/Ushuaia: 1991-10-20 01:00:00 != 1991-10-19 23:00:00

America/Argentina/Ushuaia: 1992-10-18 01:00:00 != 1992-10-17 23:00:00

America/Argentina/Ushuaia: 2004-06-20 01:00:00 != 2004-06-19 23:00:00

America/Argentina/Ushuaia: 2008-12-30 01:00:00 != 2007-12-29 23:00:00

America/Aruba: 1912-02-12 00:05:47 != 1912-02-11 23:54:13

America/Aruba: 1965-01-01 00:30:00 != 1965-12-31 23:30:00

America/Asuncion: 1972-10-01 01:00:00 != 1972-09-30 23:00:00

America/Asuncion: 1975-10-01 01:00:00 != 1975-09-30 23:00:00

America/Asuncion: 1976-10-01 01:00:00 != 1976-09-30 23:00:00

America/Asuncion: 1977-10-01 01:00:00 != 1977-09-30 23:00:00

America/Asuncion: 1978-10-01 01:00:00 != 1978-09-30 23:00:00

America/Asuncion: 1979-10-01 01:00:00 != 1979-09-30 23:00:00

America/Asuncion: 1980-10-01 01:00:00 != 1980-09-30 23:00:00

America/Asuncion: 1981-10-01 01:00:00 != 1981-09-30 23:00:00

America/Asuncion: 1982-10-01 01:00:00 != 1982-09-30 23:00:00

America/Asuncion: 1983-10-01 01:00:00 != 1983-09-30 23:00:00

America/Asuncion: 1984-10-01 01:00:00 != 1984-09-30 23:00:00

America/Asuncion: 1985-10-01 01:00:00 != 1985-09-30 23:00:00

America/Asuncion: 1986-10-01 01:00:00 != 1986-09-30 23:00:00

America/Asuncion: 1987-10-01 01:00:00 != 1987-09-30 23:00:00

America/Asuncion: 1988-10-01 01:00:00 != 1988-09-30 23:00:00

America/Asuncion: 1989-10-22 01:00:00 != 1989-10-21 23:00:00

America/Asuncion: 1990-10-01 01:00:00 != 1990-09-30 23:00:00

America/Asuncion: 1991-10-06 01:00:00 != 1991-10-05 23:00:00

America/Asuncion: 1992-10-05 01:00:00 != 1992-10-04 23:00:00

America/Asuncion: 1993-10-01 01:00:00 != 1993-09-30 23:00:00

America/Asuncion: 1994-10-01 01:00:00 != 1994-09-30 23:00:00

America/Asuncion: 1995-10-01 01:00:00 != 1995-09-30 23:00:00

America/Asuncion: 1996-10-06 01:00:00 != 1996-10-05 23:00:00

America/Asuncion: 1997-10-05 01:00:00 != 1997-10-04 23:00:00

America/Asuncion: 1998-10-04 01:00:00 != 1998-10-03 23:00:00

America/Asuncion: 1999-10-03 01:00:00 != 1999-10-02 23:00:00

America/Asuncion: 2000-10-01 01:00:00 != 2000-09-30 23:00:00

America/Asuncion: 2001-10-07 01:00:00 != 2001-10-06 23:00:00

America/Asuncion: 2002-09-01 01:00:00 != 2002-08-31 23:00:00

America/Asuncion: 2003-09-07 01:00:00 != 2003-09-06 23:00:00

America/Asuncion: 2004-10-17 01:00:00 != 2004-10-16 23:00:00

America/Asuncion: 2005-10-16 01:00:00 != 2005-10-15 23:00:00

America/Asuncion: 2006-10-15 01:00:00 != 2006-10-14 23:00:00

America/Asuncion: 2007-10-21 01:00:00 != 2007-10-20 23:00:00

America/Asuncion: 2008-10-19 01:00:00 != 2008-10-18 23:00:00

America/Asuncion: 2009-10-18 01:00:00 != 2009-10-17 23:00:00

America/Asuncion: 2010-10-03 01:00:00 != 2010-10-02 23:00:00

America/Asuncion: 2011-10-02 01:00:00 != 2011-10-01 23:00:00

America/Asuncion: 2012-10-07 01:00:00 != 2012-10-06 23:00:00

America/Asuncion: 2013-10-06 01:00:00 != 2013-10-05 23:00:00

America/Asuncion: 2014-10-05 01:00:00 != 2014-10-04 23:00:00

America/Asuncion: 2015-10-04 01:00:00 != 2015-10-03 23:00:00

America/Asuncion: 2016-10-02 01:00:00 != 2016-10-01 23:00:00

America/Asuncion: 2017-10-01 01:00:00 != 2017-09-30 23:00:00

America/Asuncion: 2018-10-07 01:00:00 != 2018-10-06 23:00:00

America/Asuncion: 2019-10-06 01:00:00 != 2019-10-05 23:00:00

America/Asuncion: 2020-10-04 01:00:00 != 2020-10-03 23:00:00

America/Asuncion: 2021-10-03 01:00:00 != 2021-10-02 23:00:00

America/Asuncion: 2022-10-02 01:00:00 != 2022-10-01 23:00:00

America/Asuncion: 2023-10-01 01:00:00 != 2023-09-30 23:00:00

America/Asuncion: 2024-10-06 01:00:00 != 2024-10-05 23:00:00

America/Asuncion: 2025-10-05 01:00:00 != 2025-10-04 23:00:00

America/Asuncion: 2026-10-04 01:00:00 != 2026-10-03 23:00:00

America/Asuncion: 2027-10-03 01:00:00 != 2027-10-02 23:00:00

America/Asuncion: 2028-10-01 01:00:00 != 2028-09-30 23:00:00

America/Asuncion: 2029-10-07 01:00:00 != 2029-10-06 23:00:00

America/Asuncion: 2030-10-06 01:00:00 != 2030-10-05 23:00:00

America/Asuncion: 2031-10-05 01:00:00 != 2031-10-04 23:00:00

America/Asuncion: 2032-10-03 01:00:00 != 2032-10-02 23:00:00

America/Asuncion: 2033-10-02 01:00:00 != 2033-10-01 23:00:00

America/Asuncion: 2034-10-01 01:00:00 != 2034-09-30 23:00:00

America/Asuncion: 2035-10-07 01:00:00 != 2035-10-06 23:00:00

America/Asuncion: 2036-10-05 01:00:00 != 2036-10-04 23:00:00

America/Asuncion: 2037-10-04 01:00:00 != 2037-10-03 23:00:00

America/Atikokan: 1940-09-29 01:00:00 != 1940-09-28 23:00:00

America/Bahia: 1932-10-03 01:00:00 != 1932-10-02 23:00:00

America/Bahia: 1949-12-01 01:00:00 != 1949-11-30 23:00:00

America/Bahia_Banderas: 1932-04-01 01:00:00 != 1932-03-31 23:00:00

America/Bahia_Banderas: 1970-01-01 01:00:00 != 1970-12-31 23:00:00

America/Belem: 1914-01-01 00:13:56 != 1914-12-31 23:46:04

America/Belem: 1932-10-03 01:00:00 != 1932-10-02 23:00:00

America/Belem: 1949-12-01 01:00:00 != 1949-11-30 23:00:00

America/Belize: 1918-10-06 00:30:00 != 1918-10-05 23:30:00

America/Belize: 1919-10-05 00:30:00 != 1919-10-04 23:30:00

America/Belize: 1920-10-03 00:30:00 != 1920-10-02 23:30:00

America/Belize: 1921-10-02 00:30:00 != 1921-10-01 23:30:00

America/Belize: 1922-10-08 00:30:00 != 1922-10-07 23:30:00

America/Belize: 1923-10-07 00:30:00 != 1923-10-06 23:30:00

America/Belize: 1924-10-05 00:30:00 != 1924-10-04 23:30:00

America/Belize: 1925-10-04 00:30:00 != 1925-10-03 23:30:00

America/Belize: 1926-10-03 00:30:00 != 1926-10-02 23:30:00

America/Belize: 1927-10-02 00:30:00 != 1927-10-01 23:30:00

America/Belize: 1928-10-07 00:30:00 != 1928-10-06 23:30:00

America/Belize: 1929-10-06 00:30:00 != 1929-10-05 23:30:00

America/Belize: 1930-10-05 00:30:00 != 1930-10-04 23:30:00

America/Belize: 1931-10-04 00:30:00 != 1931-10-03 23:30:00

America/Belize: 1932-10-02 00:30:00 != 1932-10-01 23:30:00

America/Belize: 1933-10-08 00:30:00 != 1933-10-07 23:30:00

America/Belize: 1934-10-07 00:30:00 != 1934-10-06 23:30:00

America/Belize: 1935-10-06 00:30:00 != 1935-10-05 23:30:00

America/Belize: 1936-10-04 00:30:00 != 1936-10-03 23:30:00

America/Belize: 1937-10-03 00:30:00 != 1937-10-02 23:30:00

America/Belize: 1938-10-02 00:30:00 != 1938-10-01 23:30:00

America/Belize: 1939-10-08 00:30:00 != 1939-10-07 23:30:00

America/Belize: 1940-10-06 00:30:00 != 1940-10-05 23:30:00

America/Belize: 1941-10-05 00:30:00 != 1941-10-04 23:30:00

America/Belize: 1942-10-04 00:30:00 != 1942-10-03 23:30:00

America/Belize: 1973-12-05 01:00:00 != 1973-12-04 23:00:00

America/Belize: 1982-12-18 01:00:00 != 1982-12-17 23:00:00

America/Boa_Vista: 1914-01-01 00:02:40 != 1914-12-31 23:57:20

America/Boa_Vista: 1932-10-03 01:00:00 != 1932-10-02 23:00:00

America/Boa_Vista: 1949-12-01 01:00:00 != 1949-11-30 23:00:00

America/Bogota: 1992-05-03 01:00:00 != 1992-05-02 23:00:00

America/Buenos_Aires: 1920-05-01 00:16:48 != 1920-04-30 23:43:12

America/Buenos_Aires: 1930-12-01 01:00:00 != 1930-11-30 23:00:00

America/Buenos_Aires: 1931-10-15 01:00:00 != 1931-10-14 23:00:00

America/Buenos_Aires: 1932-11-01 01:00:00 != 1932-10-31 23:00:00

America/Buenos_Aires: 1933-11-01 01:00:00 != 1933-10-31 23:00:00

America/Buenos_Aires: 1934-11-01 01:00:00 != 1934-10-31 23:00:00

America/Buenos_Aires: 1935-11-01 01:00:00 != 1935-10-31 23:00:00

America/Buenos_Aires: 1936-11-01 01:00:00 != 1936-10-31 23:00:00

America/Buenos_Aires: 1937-11-01 01:00:00 != 1937-10-31 23:00:00

America/Buenos_Aires: 1938-11-01 01:00:00 != 1938-10-31 23:00:00

America/Buenos_Aires: 1939-11-01 01:00:00 != 1939-10-31 23:00:00

America/Buenos_Aires: 1940-07-01 01:00:00 != 1940-06-30 23:00:00

America/Buenos_Aires: 1941-10-15 01:00:00 != 1941-10-14 23:00:00

America/Buenos_Aires: 1943-10-15 01:00:00 != 1943-10-14 23:00:00

America/Buenos_Aires: 1946-10-01 01:00:00 != 1946-09-30 23:00:00

America/Buenos_Aires: 1963-12-15 01:00:00 != 1963-12-14 23:00:00

America/Buenos_Aires: 1964-10-15 01:00:00 != 1964-10-14 23:00:00

America/Buenos_Aires: 1965-10-15 01:00:00 != 1965-10-14 23:00:00

America/Buenos_Aires: 1966-10-15 01:00:00 != 1966-10-14 23:00:00

America/Buenos_Aires: 1967-10-01 01:00:00 != 1967-09-30 23:00:00

America/Buenos_Aires: 1968-10-06 01:00:00 != 1968-10-05 23:00:00

America/Buenos_Aires: 1969-10-05 01:00:00 != 1969-10-04 23:00:00

America/Buenos_Aires: 1974-01-23 01:00:00 != 1974-01-22 23:00:00

America/Buenos_Aires: 1988-12-01 01:00:00 != 1988-11-30 23:00:00

America/Buenos_Aires: 1989-10-15 01:00:00 != 1989-10-14 23:00:00

America/Buenos_Aires: 1990-10-21 01:00:00 != 1990-10-20 23:00:00

America/Buenos_Aires: 1991-10-20 01:00:00 != 1991-10-19 23:00:00

America/Buenos_Aires: 1992-10-18 01:00:00 != 1992-10-17 23:00:00

America/Buenos_Aires: 2008-12-30 01:00:00 != 2007-12-29 23:00:00

America/Buenos_Aires: 2008-10-19 01:00:00 != 2008-10-18 23:00:00

America/Cambridge_Bay: 1965-04-25 02:00:00 != 1965-04-24 22:00:00

America/Campo_Grande: 1932-10-03 01:00:00 != 1932-10-02 23:00:00

America/Campo_Grande: 1949-12-01 01:00:00 != 1949-11-30 23:00:00

America/Caracas: 1965-01-01 00:30:00 != 1965-12-31 23:30:00

America/Catamarca: 1920-05-01 00:16:48 != 1920-04-30 23:43:12

America/Catamarca: 1930-12-01 01:00:00 != 1930-11-30 23:00:00

America/Catamarca: 1931-10-15 01:00:00 != 1931-10-14 23:00:00

America/Catamarca: 1932-11-01 01:00:00 != 1932-10-31 23:00:00

America/Catamarca: 1933-11-01 01:00:00 != 1933-10-31 23:00:00

America/Catamarca: 1934-11-01 01:00:00 != 1934-10-31 23:00:00

America/Catamarca: 1935-11-01 01:00:00 != 1935-10-31 23:00:00

America/Catamarca: 1936-11-01 01:00:00 != 1936-10-31 23:00:00

America/Catamarca: 1937-11-01 01:00:00 != 1937-10-31 23:00:00

America/Catamarca: 1938-11-01 01:00:00 != 1938-10-31 23:00:00

America/Catamarca: 1939-11-01 01:00:00 != 1939-10-31 23:00:00

America/Catamarca: 1940-07-01 01:00:00 != 1940-06-30 23:00:00

America/Catamarca: 1941-10-15 01:00:00 != 1941-10-14 23:00:00

America/Catamarca: 1943-10-15 01:00:00 != 1943-10-14 23:00:00

America/Catamarca: 1946-10-01 01:00:00 != 1946-09-30 23:00:00

America/Catamarca: 1963-12-15 01:00:00 != 1963-12-14 23:00:00

America/Catamarca: 1964-10-15 01:00:00 != 1964-10-14 23:00:00

America/Catamarca: 1965-10-15 01:00:00 != 1965-10-14 23:00:00

America/Catamarca: 1966-10-15 01:00:00 != 1966-10-14 23:00:00

America/Catamarca: 1967-10-01 01:00:00 != 1967-09-30 23:00:00

America/Catamarca: 1968-10-06 01:00:00 != 1968-10-05 23:00:00

America/Catamarca: 1969-10-05 01:00:00 != 1969-10-04 23:00:00

America/Catamarca: 1974-01-23 01:00:00 != 1974-01-22 23:00:00

America/Catamarca: 1988-12-01 01:00:00 != 1988-11-30 23:00:00

America/Catamarca: 1989-10-15 01:00:00 != 1989-10-14 23:00:00

America/Catamarca: 1990-10-21 01:00:00 != 1990-10-20 23:00:00

America/Catamarca: 1991-10-20 02:00:00 != 1991-10-19 22:00:00

America/Catamarca: 1992-10-18 01:00:00 != 1992-10-17 23:00:00

America/Catamarca: 2004-06-20 01:00:00 != 2004-06-19 23:00:00

America/Catamarca: 2008-12-30 01:00:00 != 2007-12-29 23:00:00

America/Cayenne: 1967-10-01 01:00:00 != 1967-09-30 23:00:00

America/Cayman: 1912-02-01 00:07:11 != 1912-01-31 23:52:49

America/Chihuahua: 1932-04-01 01:00:00 != 1932-03-31 23:00:00

America/Coral_Harbour: 1940-09-29 01:00:00 != 1940-09-28 23:00:00

America/Cordoba: 1920-05-01 00:16:48 != 1920-04-30 23:43:12

America/Cordoba: 1930-12-01 01:00:00 != 1930-11-30 23:00:00

America/Cordoba: 1931-10-15 01:00:00 != 1931-10-14 23:00:00

America/Cordoba: 1932-11-01 01:00:00 != 1932-10-31 23:00:00

America/Cordoba: 1933-11-01 01:00:00 != 1933-10-31 23:00:00

America/Cordoba: 1934-11-01 01:00:00 != 1934-10-31 23:00:00

America/Cordoba: 1935-11-01 01:00:00 != 1935-10-31 23:00:00

America/Cordoba: 1936-11-01 01:00:00 != 1936-10-31 23:00:00

America/Cordoba: 1937-11-01 01:00:00 != 1937-10-31 23:00:00

America/Cordoba: 1938-11-01 01:00:00 != 1938-10-31 23:00:00

America/Cordoba: 1939-11-01 01:00:00 != 1939-10-31 23:00:00

America/Cordoba: 1940-07-01 01:00:00 != 1940-06-30 23:00:00

America/Cordoba: 1941-10-15 01:00:00 != 1941-10-14 23:00:00

America/Cordoba: 1943-10-15 01:00:00 != 1943-10-14 23:00:00

America/Cordoba: 1946-10-01 01:00:00 != 1946-09-30 23:00:00

America/Cordoba: 1963-12-15 01:00:00 != 1963-12-14 23:00:00

America/Cordoba: 1964-10-15 01:00:00 != 1964-10-14 23:00:00

America/Cordoba: 1965-10-15 01:00:00 != 1965-10-14 23:00:00

America/Cordoba: 1966-10-15 01:00:00 != 1966-10-14 23:00:00

America/Cordoba: 1967-10-01 01:00:00 != 1967-09-30 23:00:00

America/Cordoba: 1968-10-06 01:00:00 != 1968-10-05 23:00:00

America/Cordoba: 1969-10-05 01:00:00 != 1969-10-04 23:00:00

America/Cordoba: 1974-01-23 01:00:00 != 1974-01-22 23:00:00

America/Cordoba: 1988-12-01 01:00:00 != 1988-11-30 23:00:00

America/Cordoba: 1989-10-15 01:00:00 != 1989-10-14 23:00:00

America/Cordoba: 1990-10-21 01:00:00 != 1990-10-20 23:00:00

America/Cordoba: 1991-10-20 02:00:00 != 1991-10-19 22:00:00

America/Cordoba: 1992-10-18 01:00:00 != 1992-10-17 23:00:00

America/Cordoba: 2008-12-30 01:00:00 != 2007-12-29 23:00:00

America/Cordoba: 2008-10-19 01:00:00 != 2008-10-18 23:00:00

America/Costa_Rica: 1979-02-25 01:00:00 != 1979-02-24 23:00:00

America/Costa_Rica: 1980-02-24 01:00:00 != 1980-02-23 23:00:00

America/Costa_Rica: 1991-01-19 01:00:00 != 1991-01-18 23:00:00

America/Costa_Rica: 1992-01-18 01:00:00 != 1992-01-17 23:00:00

America/Creston: 1918-06-02 01:00:00 != 1918-06-01 23:00:00

America/Cuiaba: 1932-10-03 01:00:00 != 1932-10-02 23:00:00

America/Cuiaba: 1949-12-01 01:00:00 != 1949-11-30 23:00:00

America/Curacao: 1912-02-12 00:05:47 != 1912-02-11 23:54:13

America/Curacao: 1965-01-01 00:30:00 != 1965-12-31 23:30:00

America/Danmarkshavn: 1996-01-01 03:00:00 != 1996-12-31 21:00:00

America/Dawson: 1900-08-20 00:17:40 != 1900-08-19 23:42:20

America/Dawson: 1965-04-25 02:00:00 != 1965-04-24 22:00:00

America/Dominica: 1912-03-02 00:06:04 != 1912-03-01 23:53:56

America/Edmonton: 1906-09-01 00:33:52 != 1906-08-31 23:26:08

America/Eirunepe: 1932-10-03 01:00:00 != 1932-10-02 23:00:00

America/Eirunepe: 1949-12-01 01:00:00 != 1949-11-30 23:00:00

America/El_Salvador: 1987-05-03 01:00:00 != 1987-05-02 23:00:00

America/El_Salvador: 1988-05-01 01:00:00 != 1988-04-30 23:00:00

America/Ensenada: 1931-04-01 01:00:00 != 1931-03-31 23:00:00

America/Ensenada: 1942-04-24 01:00:00 != 1942-04-23 23:00:00

America/Ensenada: 1948-04-05 01:00:00 != 1948-04-04 23:00:00

America/Fortaleza: 1932-10-03 01:00:00 != 1932-10-02 23:00:00

America/Fortaleza: 1949-12-01 01:00:00 != 1949-11-30 23:00:00

